content,label,score
aplikasi gagal banyak bug over akses jadi lot kamera tidak bisa fokus kualitas gambar tulis jadi blur kenapa gapake kamera bawa hp kaya daftar hadir unggah gambar tulis tunggu saat tapi hari blum selesai proses unggah cara pengaplikasianya cukup mudah tapi ya seperti tadi contoh aplikasi gabagus buat pilih yg minta cepat tapi aplikasi banyak masalah,negative,98.403%
mohon baik codingan nya scanner nya agar bisa dpt mengscan walaupun foto nya tidak pas mohon maksimal menu edit karna dapat info dr pps jika menu edit halaman belakang tidak guna harus edit pusat walaupun saat edit bisa dapat submit jika hal benar tolong menu edit sampai halaman belakang agar dpt guna sesuai fungsi,neutral,74.160%
aplikasi sudah bagus hanya masalah adalah aplikasi banyak kurang yaitu crut pasti orang orang pemograman bas dekstop developer ngertilah kalau ada crut kita bisa ubah atau hapus ada dobel kata atau edit ulang kata salah jadi saran ada tolong baik ulang aplikasi sehingga guna rasa nyaman guna aplikasi,positive,49.532%
saran kalo program kerja apa perintah mau pake aplikasi yg sudah uji bener bisa lancar buat banyak orang jadi pake aplikasi nya nggak sulit hambat kerja karena banyak alami hambat saat guna aplikasi nya contoh gabisa masuk loading lama jadi mohon baik kendala macam ituu tolong timbang terimakasih,negative,82.549%
aplikasi belum siap buat publish masih banyak yg harus baik ada anggota sirekap tps data yg sudah upload disirekap tidak muncul sirekap fixing harus ada akses edit data pemberitahuan jika c salin tidak sama data yg sudah diupload scan yg tidak sesuai auto clear tiap inputan upload hadir dpt tambah halamn tidak lihat terlalu bawah upload data saksi harus hanya ada tiap jenis suara agar tidak dobel,negative,44.616%
aplikasi error sering jadi salah tangan server kurang rensponsif padahal satu tps yg sama kenapa ada sirekap yg kata salah satu hanya bagai cadang tapi pas penginputan data sirekap beda yg jadi masalah takut jadi curang double data,negative,99.069%
belum ingin apresiasi digitalisasi dlm aspek yg kait dgn milu tapi masalah log in banyak error yg jadi saat login lalu aplikasi sementara lalu web tdk ada kendala buat pandu elektronik yg jelas upa video kait atas masa login karena saat bimtek banyak yg tdk bagi ikut meeting zoom hendak laku uji jauh hari tidak tahun belum luncur jgn sampai yg tuju u mudah malah sulit ty,negative,93.987%
masih banyak banget problem mulai proses login susah banget user password kata tidak daftar perlu sampe kali login sama akhir paling penting atur kamera gaada kamera otomatis set atur lensa mau ubah kok gabisa terus mau nyalain flash kamera gimana kalo selesai malem satu lagi proses verifikasi foto lama banget sampe detik iki gagal mulu kalo emang belum siap aplikasi mending jangan dipake dulu,negative,99.494%
aplikasi sering log out sendiri selain ketika scan foto gak langsung keluar hasil harus foto ulang baru ketemu hasil yg pas turut justru sulit tambah durasi kerja anggota tuju jelas baik cepat kerja digitalisasi cuma nyata aplikasi belum final bisa terap,negative,97.866%
sangat banyak kurang aplikasi tuju mudah malah lebih sulit baca angka banyak salah utama x sering baca kemudian aplikasi penting tidak ada opsi edit saksi pps panwas waktu mungut juga waktu hitung jika salah isi maka tidak ada jalan kembali kecuali direset langsung pusat,negative,95.152%
percumah pake aplikasi kalo masih pake metode manual fungsi aplikasi mudah cepat malah tambah kerja pake mode online yg otomatis tp lama saat nunggu verifikasi foto saran pake mode offline manual input semua data,negative,97.160%
gagal terus saat upload foto telah diupgrade malah tambah sulit saran mending buat manual unggah foto jadi data dukung biar cepat mohon baik biar lebih cepat mudah kalo bisa waktu ambil foto gambar tambah menu masuk galeri foto apk sirekap tidak bisa fokus,negative,89.287%
saran agar ada opsi tambah foto galeri gambar yg masuk sudah sesuai sudah ada tanda kuning tiap sisi tapi ujung minta upload ulang atau tulis gagal muat data gambar tolong periksa koneksi internet anda padahal koneksi internet baik sudah beberapa kali coba ganti tempat hotspot beberapa hp masih tidak ubah bukan mudah tapi malah hambat mohon maaf hpnya musti se-sultan agar bisa guna apk lancar,negative,98.287%
aplikasi perintah tp sangat buruk kwalitasnya susah log in sering mental kluar jika input data trus baca kamera tidak sesuei real nya udah gitu yg ppwp tidak bisa edit jika sistem gk bisa baca pokok buruk sekali,negative,99.724%
aplikasi tolol pernah gua install loginnya lama gambar blur gak jelas gak ada fitur autofocus gak ada fitur ambil foto galeri loadingnya lama kek asu makan kalau dapat projek jangan korupsi biar bisa buat aplikasi bagus gak kek sampah tolol,negative,99.369%
aplikasi jelek buat kerja x data hapus sendiri login susah angka nomor plano banyak harus betul sendiri oleh user supaya tepat percuma juga bila plano tulis angka digital supaya dapat baca nyata tidak baca harus foto ulang beberapa foto sementara hasil manual sudah kirim pusat,negative,99.388%
aplikasi susah bukan mudah kerja harus foto bisa bentuk foto penting jelas baca betul hasil plano bawah inputan manual hasil biar mudah bukan harus foto hasil,negative,93.988%
developer mohon maaf nih aplikasi masih bobrok sekali server sering down seperti anggar kurang banyak kah buat isi dompet kamera aplikasi gk bisa buat fokus manual gada fitur flash padahal hitung bisa sampai malam hari sehingga kualitas foto sangat jelek uji layak minimal tahun- bulan belum milu kek supaya kpps tidak beban i waktu hari h karena sudah kurang tidur tetapi juga harus isi aplikasi masih bobrok,negative,99.466%
kamera jelek tidak bisa hd kayak kamera jadul tidak bisa deteksi angka aplikasi nya susah pakai lot tingkat dewa inti kamera tidak patut guna mungkin bisa revisi milu lanjut cahaya harus pakai sokle kah baru bisa baca aplikasi nya tolol,negative,99.690%
aplikasi jelek gimana mau lancar nanti pas milu login aja udah banyak masalah apalagi pas laksana nanti seluruh serentak kirim data pasti lebih errorr lagi hadeh aplikasi dada kasih saran sih kalau mau pakai aplikasi rencana buat aplikasi yg mumpuni,negative,97.446%
aplikasi masih banyak sekali bug nya bolak balik update tapi tidak selesai masalah yg ada seperti aplikasi paksa tapi kesiap belum jelas sama sekali tambah kalau ada operator kenapa tidak bisa kerja sma bagi tugas biar lebih cepat masa kalau operator error tengah proses trs operator harus mulai awal lagi,negative,99.026%
ni aplikasi ga ada beta test ya kendala terlalu banyak kamera burem baca data lama salah baca data log out pas kirim gambar finger tidak kenal dst oke inisiasi bagus era digital mudah input data kpu atau tahu hasil suara cepat mungkin tapi sangat beban kpps bukan cara operasi aplikasi tapi kesiap aplikasi sendiri saran jangan paksa daripada malah jadi hal tidak ingin,negative,99.268%
ada sirekap ekspetasi hitung suara akan lebih cepat mudah tapi realitanya tidak sesuai ekspetasi malah sulit lambat moga bisa baik agar taun depan bisa guna optimal,positive,77.277%
hasil foto bureng padahal kamera hp sudah bagus fitur cropnya tidak fungsi baik telah diupdate malah gak ada fitur edit salah baca c formulir edit salah input nama pps saksi awas,negative,99.021%
apk sangat belum siap guna karena banyak kendala saat login kendala proses inisial eror maupun bug dn jika telah login divice perangkat satu tidak bisa login lagi divice walaupun sudah clear data apknya tdk bisa login lagi perngkt agar kembang lebih perhati dn baharu sistim aplikasi,negative,97.180%
saran bagi kembang yaitu bagi hasil milu beri menu koreksi karena hal akan jadi kendala apabila tulis digital tidak sesuai baca aplikasi jadi operator bisa koreksi hasil sesuai hasil asli milu belum hari h milu sudah susah bagaimana solusi mudah sistem jaring aplikasi kuat data kuat begitu masuk app sirekap data down baca huruf angka mudah jadi ngk hambat operator sirekap,negative,98.252%
tolong aplikasi baik lagi luas simpan misal seperti pc atau perangkat chipset prosesor naik kualitas agar lebih lancar guna aplikasi bisa server atau apa yg dupgrade agar nanti pas pakai tidak ada masalah login dll soal guna nanti pasti banyak masuk sama,neutral,42.822%
upload foto lama ai -nya banyak ngaconya sudah selesai isi foto data verifikasi klik kunci buat dokumen sampai jam lebih sampai sekarang masih muter loading nya sudah hubung developer apk nya sampai sekarang nggak ada tanggap tambah aplikasi makan memori hp sampai gb lebih,negative,98.789%
tolong aplikasi baik minimal kalau tidak bisa baca angka benar bisa tulis manual sudah isi manual tetap tidak bisa keluh tidak sesuai padahal angka sudah baca jelas tolong tambah menu import foto galeri agar tidak susah,neutral,55.710%
pake samsung as versi kamera aplikasi sirekap sangat buram tapi kamera bawa jernih jelas tolong segera baik tidak ada pemberitahuan sirekap harus guna hp versi berapa versi hasil foto buram versi hasil foto bagus tapi aplikasi keluar terus,negative,97.924%
sudah update kata bisa lebih baik lagi nyata sama aja sinkronisasi foto lama kualitas foto jelek tidak ada filter tambah dar fokus tidak ada bisa keluar sendiri karena sesi habis kalo gitu sinkron foto jangan lama biar cepet kerja sulit tugas hidup,negative,99.385%
loadingnya lama hp sudah masuk hp canggih padahal kamera ambil gambar tolong juga perhati kenapa baca hanya kamera ultrawide tingkat tajam jadi kurang buat sistem sering salah baca teks,negative,99.559%
aplikasi masih sangat prematur sudah susah login gilir pindah ponsel yg kualitas kamera pada malah loading gagal dapat kunci digital timeout ayok tim it kpu serius bkin aplikasi jgn tuju digitalisasi utk mudah malah akhir sulit tuju mudah ingat waktu sudah desak hasil anda ada tang kpps,negative,96.784%
kemarin belum update sudah tes upload foto sudah bisa trs sekarang nyobain buat login lagi eh keluar pop up tidak ada profil yg aktif trs sy coba update apk nya versi baru yg februari cobain login malah muncul perangkat telah registrasi akun gitu terus sampe menit sy coba ttep gabisa trs sy coba hapus chace hapus data apk bisa masukin data lagi tapi malah stak dapat kunci digital udah coba hapus sidik jari trs bikin lagi ttep gabisa lucu,negative,67.266%
kak sy tidak bisa login padahal username password sudah sesuai milu sebentar lagi kok seperti kerja nya harus aplikasi sudah selesai kembang sejak lama aplikasi belum upgrade kita susah masuk lho ya kak pas udah masuk situ malah tiba upgrade lagi mending kalo bener nyusahin bgt,negative,99.186%
aplikasi masih belum ratus persen siap guna knapa login sering susah eror mungkin server belum optimal baru simulasi lho belum nanti saat kumpul data pda tgl nanti hasil foto aplikasi sirekap tidak dukung flash fitur eis bawa hp sehingga foto rawan goyang hasil blur parah,negative,99.301%
seperti aplikasi kejar tayang harus aplikasi sudah siap guna uji coba jauh bulan lalu sehingga saat akan guna serentak tidak ada masalah digitalisasi mudah tapi perangkat ga siap malah nempersulit,negative,98.995%
dowloadnya lama saat udah terdowload mau masuk ana susah sekali aplikasi benar udah mau jam bolak balik masuk aplikasi tapi susah bisa masuk selalu muncul jadi salah saat inisial aplikasi gagal dapat sertifikat digital,negative,99.305%
jelek sekali hp sudah ram simpan masih gb tapi susah banget ngirim gambar kluar mulu suruh login mulu lama bgt pake apk tolong baik segera sudah banyak keluh tidak hanya banyak juga eror,negative,99.787%
aplikasi masih banyak kurang kamera tidak bisa fokus selalu blur padahal terang sudah maksimal sekali sampai h- masih ada update aplikasi harus h- beberapa bulan sudah tidak ada update lagi login susah sudah hampir tidak tidur aplikasi masalah kpps masih salah jika ada rating minus sudah kasih rating minus,negative,99.227%
aplikasi tolol bukan mudah malah makin jadi sulit mau login aja susah nya tengah mati gak bisa hari malam kalau belum siap pakai aplikasi gak usah sok an ken serba digitalisasi benerin dlu tuh bug aplikasi baru publikasi kalau sudah siap,negative,99.522%
aplikasi masih banyak masalah utama bagi interface masih error pasu data tiba tiba ter-log out tiba bisa sinkron antara huruf angka saran bisa menginput data lalu ketik keyboard tetapi bagai bukti kalau data tetap valid guna scan foto bisa optimal lancar performa aplikasi bagai device utama os android atas terimakasih,neutral,47.142%
sangat kecewa tidak bisa login semua tipe hp harus lebih tingkat lagi aplikasi supaya bisa akses semua tipe hp lebih tingkat lagi supaya bisa baca angka angka digital maupun angka biasa pokok tingkat lagi jangan sampe banyak akses jadi loading macet kirim poto nunggu nya sampai sampe selesai kirim jangan nyalahin anggota kpps udah bener tulis tolong baik aplikasi jangan sampai saling salah,negative,99.620%
mohon agar benah kembali aplikasi sangat belum layak karena pas unggah sering keluar sendiri kamera juga sangat burem mohon agar ada menu langsung upload foto agar hasil gambar lebih jelas jernih,negative,92.001%
login masuk aman tp saat kirim foto sering mental sehingga harus kirim ulang bahkan bisa foto ulang telah submit semua kunci kirim berkas pdf loding lama telah berkas pdf kirim bagi berkas pdf selalu mental tidak bisa kirim saat jaring lemah sangat sulit akses jd seperti yg lingkung desa yg jaring kurang baik cukup sulit kirim foto simulasi kemarin sampai hari baru bisa lihat detail foto,negative,97.228%
sudah bisa sampai ganti password tapi masuk lanjut gagal kait inisial telah keluar pas masuk lagi coba malah ga bisa masuk padahal sudah guna password baru padahal hari laksana sudah dekat tapi kendala aplikasi belum selesai sangat sangat kecewa,negative,99.747%
lama tahun developer sirekap ngapain server ga ada baik dulu aplikasi ga ada kembang paling gak saat ambil gambar tambahin fiture flash atau paling ga resolusi ambil foto naik kasi buat operator sirekap yg sensor kamera ga bagus hasil foto jadi kayak vga noise mana,negative,99.515%
