content,score,label
kalau bisa bikin susah buat mudah,99.483%,negative
nuwun sewu apk bukan bikin mudah tp bikin sakit jiwa h- milu mash trouble ajaa si rekap kocar kacir login aja gbs masuk trus ayo klo bikin apk coba brp minggu sblmnya,96.971%,negative
gak usah nyalahin anggota kpps jelas jelas aplikasi yg eror kemaren foto juga lenceng terus hasil gk sama c hasil yg asli sudah beberapa kali foto juga masih lenceng terus,99.444%,negative
masih banyak bug kamera tidak jernih server down terus,99.777%,negative
apk ga jelas,99.694%,negative
tidak bisa bantu justru sulit,99.415%,negative
sya beri bintang karena aplikasi sering eror,91.883%,negative
aplikasi kacau kalau aplikasi tidak siap mending jangan sok sok pakai teknologi bukan mudah malah susah,99.768%,negative
bolak balik log out saat kirim gambar c hasil harus log in lagi lelet,95.873%,negative
mayan,97.809%,negative
harus aplikasi seribet pegang oleh bawaslu atau kpu lgsg bukan malah suruh anggita kpps yg guna aplikasi yg menyusahkann,97.799%,negative
telah update sama sekali tidak bisa guna,93.358%,negative
aplikasi nya bug okhttp kunci digital timeout dst lebih baik siap jauh jauh hari buat aplikasi,75.478%,negative
gagal mendapatkankunci digital,98.983%,negative
versi aman masih bisa masuk sekali udah diupdate versi malah eror sampai skrng blum bisa masuk baik kpu harus baik aplikasi cepat mungkin karena beberapa hari lagi orang milu khawatir pas hari h-nya malah nggk bisa kepake mohon perhati,97.393%,negative
banyak minus apk nya,99.684%,negative
uang milyaran cuma bisa bikin aplikasi kayak gin sampah eror terus gak ada habis gimana nnt hari h gak ada evaluasi ya tim itnya orang bikin apps biar kerja masih cepat malah nyusahin nyebelin petinggi gak beres it nya gak beres cocok tim it nya orang yg profesional harus ganti orang yg sekarang ngerjain projek malas kalian udah mau dekat milu baru asik kalian update lama mana aja memang asu,97.943%,negative
optimal maksimal mungkin jngan sampai hambat kerja operator nanti d saat milu,99.708%,negative
kalau ada salah anda semua yg atas tidak mau tahu begitu pula jika salah sistem anda semua juga tidak mau tahu pasti bagai kpps yg jadi kambing hitam pertama padahal sudah jelas dr rating apk nya siap tidak mudah tugas mohon evaluasi kembali,98.797%,negative
kalau aplikasi servernya belum siap ya gk usah guna dulu bikin makin pusing aja,99.772%,negative
aplikasi kurang siap pakai masih milik bug server suka down pasti nanti saat milu pasti akan down servernya mungkin susah upload mohon baik bagai developer aplikasi nya,95.228%,negative
gimana nih h- masih sering error aplikasi sering logout waktu habis isi data tidak bisa masuk kembali padahal username password sudah edit benar begini hasil jika paksa hendak server belum stabil paksa pakai nanti mau salah operator karena tidak kompeten padahal aplikasi tidak kompeten belum harus guna parah banget,99.688%,negative
jgn mentingin projek doang kalo ga sanggup jangan paksa,98.157%,negative
apk jelek,99.814%,negative
aplikasi belum pada sangat sulit kpps,98.227%,negative
aplikasi mau dipake satu indonesia tp siap kayak aplikasi mau dipake satu desa doang padahal kayak kalo masalah dana gak kurang kurang yakan,98.131%,negative
aplikasi kok sulit khas aplikasi plat merah ui ux basic lot sulit akses mending pakai google form aja dah pak kpu,97.423%,negative
sistem milu tahun agak canggih ya pak mudah depan nya seluruh masyarakat bisa nyoblos rumah aja,91.082%,negative
aplikasi sering log out sendiri selain ketika scan foto gak langsung keluar hasil harus foto ulang baru ketemu hasil yg pas turut justru sulit tambah durasi kerja anggota tuju jelas baik cepat kerja digitalisasi cuma nyata aplikasi belum final bisa terap,97.866%,negative
sudah h- berapa hari nih pak masa sampai hari masih tidak bisa guna sirekap udh login pakai username password baru tetap ga bisa pakai selalu kendala pas bagi fingerprint sampai emosi loh pak login aja udah banyak kendala pak apalagi nanti pas hari h guna serentak se-indonesia kalau belum mampu guna aplikasi sirekap gausah paksa pak karena yng paksa ga baik depan lebih perhati siap tingkat lagi ya pak,75.647%,negative
ribett,99.769%,negative
aktivasi aja susah mita ampun lg nanti ketika hari h entri data yakin pasti masalah,99.329%,negative
tolong baik aplikasi mau log in aja sulit harus sinyal kuat apakabar sodara kita nanti pelosok kalau mau pakai aplikasi pasti sangat kendala,98.992%,negative
aplikasi gagunaaa,72.878%,negative
belum apa udah sering eror gak bayang pas akses sama saat milu nanti ,99.315%,negative
jalan tugas sesuai instruksi udah upload update data c plano waktu update malah hilang semua sama aja kerja x belum lagi butuh tambah lainny namun bayar gaji yg sama ga adil kita udah kerja capek malah sia sia sistem kurang server lemah developer hanya mikir perut tanpa ada timbang yg dalam duhh parah parah,99.718%,negative
ga jelas bikin pulang subuh,99.710%,negative
gagal dapat sertifikat mulu suruh apus data log in lgi masih juga uninstall terus download lagi masih juga sandi hp udah double sidik jari sama pola hadehhhh klo bom siap pake ginian g usah bro ampun gw,99.405%,negative
aplikasi tinggal minggu lagi milu tapi aplikasi tidak bisa buka selalu gagal identikasi sampai lowong menit tapi tidak bisa masuk juga siap enggak aplikasi milu mau kacau lagi n mudah retas haker kalau seperti aplkikasinya belum siap online,98.809%,negative
hancur lebur,99.691%,negative
bikin pusing apk belum jadi,99.749%,negative
biasa kalo server plat merah sudah pasti kaya siput keong maklum batas anggar atau malah it kaleng kaleng dulu sirekap juga gitu payah,99.712%,negative
apk belum siyap tapi sdh suruh guna baru mulai aktivasi ntuk simulasi tdk bs masuk masuk bagaimana nanti dgunakan dsaat milu langsung ada kerja semua tunda sirekap tolong baik kembali,83.122%,negative
andoid ngak bisa guna ngak bisa log out akun,93.005%,negative
tidak ada pilih kamera depan belakang karena hp keditek hanya kamera depan sehingga sulit,97.272%,negative
lot mau verifikasi lama mau login mental terus tt,88.258%,negative
kenapa punya eror tidak bisa masuk sampek kali lebih coba masih tidak bisa eoro terus,97.371%,negative
gj bt apk nya,81.273%,negative
aplikasi badut ,59.275%,negative
ndak jelas,99.736%,negative
tolong apl plisss kasihan tugas sirekap kalau kaya gin,99.717%,negative
error sulit inisial nya,99.677%,negative
kalau login kok gagal dapat sertifikat digital yaa,98.286%,negative
ribet kon,99.690%,negative
sellu gagal log-in,99.619%,negative
repot kalo tiba pas serentak guna apk nya down mending jangan terlalu paksa kalo memang belum siap,99.162%,negative
tidak ada ubah selalu salah baca angka server selalu keteter niat mudah cepat tapi malah sulit,99.613%,negative
aplikasi sulit banyak orang tugas padahal pilih pimpin negara tapi aplikasi seperti sangat sangat buruk,99.785%,negative
mungut suara selesai jam tapi sirekap hari tidak selesai lebih baik milu tanpa sirekap sirekap tidak bisa meminimalisir salah menginput data,91.537%,negative
weladalah wes donlod kok aplikasi tidak bisa guna wahjian payah ngabisin kuota aja piye tha iki rajelas,99.559%,negative
waktu pertama mah udh bisa masuk sirekap gk tau knpa udh tiga hari jd gk bisa masuk sirekap gagal terus,98.914%,negative
kalo belum siap jangan dulu buat jadiin,97.520%,negative
tahun ngapain aja kok masih begini aplikasi buat sini jika it nya gk kompeten,99.688%,negative
sulit login,99.682%,negative
masalah inisial perangkat sudah alami tanggal sempat bisa masuk tapi kendala begini lagi tidak ada solusi apa ppk pps hanya suruh hapus cache data tapi sudah laku ulang kali masih nihil salah rekrut it gimana nih ,96.460%,negative
ajang milu negara jadi pilu buat kpps karena tunjang oleh aplikasi sangat bagus tampil gagal inisialisai terus apk buat hitung tes inisial atau menhitung suara calon pimpin negara,97.263%,negative
aplikasi ga jelas,99.703%,negative
kok versi lama baru versi gak bisa ya tolong baik ya,75.800%,negative
aplikasi benar g jelas telah update bukan makin bagus malah makin ga karuan telah update ga bisa login lagi hal sama kembali jadi pilkada file kirim langsung oleh kpu pusat tetapi masih jadi error aplikasi versi sudah tidak bisa guna taik ,99.713%,negative
info sudah instal sulit gak guna a-k,83.742%,negative
semlm g bisa login malah bilang salah terus data g jelas bgt dh,97.509%,negative
sial bikin ngumet endas ku susah masuk sudah cara papun donload segalagala gagal terus,99.793%,negative
aplikasi error,99.591%,negative
loading nya lama servernya gak mampu klo seperti malah memperkambat kerja kita solusi bagus aja servernya tingkat terimakasih,51.917%,negative
sumpah susah banget aplikasi hambat milu capek,99.791%,negative
kenapa gagal masuk ya,99.053%,negative
keluh kesah udh sampai sma tman smua yg mau gw tanya dg unduh aplikasi google play perintah dpat uang juga gak bnyak ni se indonesia yg install app,84.849%,negative
gak bisa login udah ganti new password masih gk bisa malah notif gagal dapat sertifikat digital timeout bagaimana solusi,94.709%,negative
banyak eror juihh,99.790%,negative
tidak bisa guna android versi baru sering jadi lag saat pakai,98.342%,negative
tidak bisa masuk galeri gimana mind kl foto flasnya gak bisa guna,90.788%,negative
kenapa tidak bisa update,94.157%,negative
sumpah gajelas bgt udah pernah login udah ganti password juga tapi tbtb gabisa login kata invalid username or password asli udah nyatet padahal passwordnya gada ubah,99.566%,negative
kata dsruh update udh update versi baru logout sndiri dimasukin akun lg malah salah pasword aneehhhh gabisa masuk,98.279%,negative
aplikasi cacat gua sampai nginep gegara apk,99.391%,negative
waktu penscanan kamera nya jadi agak buram bisa tidak mode normal,78.294%,negative
gimana cara atas sirekap gagal dapat kunci digital,79.725%,negative
gak rekomen karena server lamban verifikasi lama,99.663%,negative
minimal beli sarver yg mahal aplikasi kayak anak smk aja sampah masih cacad banyak bug,99.778%,negative
ken nang udh beberapa hari bikin rudet sama ni aplikasi ga masuk terus padahal kalo sekira bakal tumit ga usah bikin aplikasi kaya gin kira hpnya butut udah coba cara ko tetep aja susah masuk blablabla cek proses muter we didinya dinya keneh,98.373%,negative
aplikasi busuk gajelas,99.830%,negative
aplikasi ribet error mulu,99.776%,negative
haduhhh aplikasi nya kaya gin amat si,99.045%,negative
aplikasi belum layak guna hajat negara bukan hanya login sangat amat sungguh susah,99.231%,negative
aplikasi mubadzir buang uang negara pajak makin mahal tapi kelola tidak kompeten,99.772%,negative
buruk sekali sangat lambat,99.806%,negative
kok daerah beda waktu hitung tps medan juang,55.162%,negative
lot selalu kendala,97.820%,negative
apk gagal dipaksain,99.599%,negative
kamera tidak ada fitur fokusin gambar loginnya susah mohon baik belum hari h,98.588%,negative
aplikasi tidak siap edar,98.723%,negative
kek tai,99.678%,negative
liat server murah liat aja nanti pas waktu hari h pasti bakal susah,97.619%,negative
suka eror terus ya udh pake sandi masih aja pake sidik jari kata sandi hp hadeeh,99.323%,negative
pas hari-h malah ga fungsi,98.281%,negative
apa si susah login gak recomended bangt ni apk bikin apk yg bnr kpu,98.399%,negative
tolong kembang lgi terlalu lama proses gambar,99.294%,negative
bad bro,99.657%,negative
guna aplikasi tidak mudah rekapitulasi sama sekali,99.531%,negative
ah males bikin orang emosi gimna habis update malah keluar sndiri gk bisa masuk,99.799%,negative
bikin pusing parah,99.797%,negative
sangat tidak efektif mohon baik,99.774%,negative
apk taik ga ada guna bukan bantu malah repot,99.776%,negative
diupdate malah nda bisa mbuka,98.994%,negative
gak bisa upgrade lebih parah belum padahal hari sudah dekat milu,99.706%,negative
dah males nyusahin,99.813%,negative
aplikasi jelek bangeeet,99.834%,negative
aplikasi gila maksain banget yg bikin aplikasi anak pkl kaya,99.344%,negative
kalau belum siap mending gak usah pakai aplikasi segala,63.863%,negative
gabisa masuk aplikasi pdhal pasword username udah bener memperribet bukan mudah,99.384%,negative
saat sibuka selalu error,99.570%,negative
udah beberapa hari gabisa login gueeee gimana nih kelas perintah buat apk kaya gin,80.975%,negative
inisial gagal tolong bantu,72.083%,negative
gagal terus tinggal masuk submit malah muter eror terus,99.366%,negative
kenapa susah proses sertifikat digital selalu time out pdhl waktu coblos sebentar lgi tapi aplikasi tidak fungsi dgn baik,99.371%,negative
sangat sulit hambat kerja,99.758%,negative
jangan ladenin hatres prabowo gibran yg jadi presiden ,94.749%,negative
tidak bisa buka,80.587%,negative
username pasword salah terus tidak dapat masuk,94.249%,negative
yg bikin orang tolol gimanasih gakbisa buka,99.678%,negative
sangat buruk,99.780%,negative
nda jelas,99.525%,negative
harus sudah sempurna sejak lama kes baru cuma mentok proses inisial bukan ringan tapi malah bikin pusing,99.688%,negative
waktu mepet aplikasi error pakai kunci aplikasi jangan pakai kunci handphone agar baca mudah semua anggota sirekap sini masalah baca kunci handphone tutup dulu aja playstore samapai aplikasi benar bisa guna jangan malah tambah ribet karna aplikasi error mulu,98.778%,negative
padahal sdh bisa telah suruh upgrate lalu tdk bisa lagi setia kali upgrate tdk bisa masuk lagi,70.905%,negative
aplikasi bom matang tp sudah d paksa satu lagi pake aja bom udah baru terus,92.829%,negative
rungkad,93.012%,negative
aplikasi sangat buruk dr awal login sdh susah mask lagi mau kirim foto sampai submit aduh sangat susah bayang betapa susah nya pas hr hal,99.754%,negative
muncul notifikasi aplikasi versi tidak dapat guna hadeh nyusahin kpps,99.557%,negative
aplikasi nya masih susah ajak kerjasama mohon baik lagi,43.190%,negative
aplikasi sangat jelek,99.826%,negative
tolong kalo belum siap pake sistem aplikasi seperti jangan dulu bukan mudah malah hambat ada proses loading sangat lama sering gagal banyak bug,99.765%,negative
aplikasi yg blm layak guna banyak kurang yg harus benah bagaimana nanti aplikasi saat milu langsung mungkin besar akan sulit lama proses milu,98.049%,negative
kembang lagi ya,67.323%,negative
kenapa ya sudah hari coba login tetap tidak bisa login walau sudah pakai sidik jari atau pin coba instal ulang aplikasi nya malah jadi aplikasi makin tidak bisa buka selalu tiap klick login malah back to dasbord hp,97.346%,negative
mending gk usah pake aplikasi bikin pusing panitia kalo mau ada aplikasi bantu tolong benar bukan mudah tapi sulit,98.734%,negative
sering ganggu,99.487%,negative
aplikasi gagal banyak bug over akses jadi lot kamera tidak bisa fokus kualitas gambar tulis jadi blur kenapa gapake kamera bawa hp kaya daftar hadir unggah gambar tulis tunggu saat tapi hari blum selesai proses unggah cara pengaplikasianya cukup mudah tapi ya seperti tadi contoh aplikasi gabagus buat pilih yg minta cepat tapi aplikasi banyak masalah,98.403%,negative
